edad,grado,tipo_actividad,dificultad,tiempo_seg,intentos,pistas,correcto,nota,secuencia_actividades,evolucion_desempeno,nivel_concentracion,comparacion_historial,nivel_comprension
11,4,memoria,4,155,3,0,1,5,4,0.35,0.63,-0.13,0.5786556351586015
11,5,sopa_letras,3,97,4,2,1,7,4,0.35,0.88,0.19,0.5920421905811196
11,5,sopa_letras,1,233,1,0,0,9,2,0.21,0.57,0.06,0.19761060043081213
12,6,memoria,1,104,4,3,1,5,5,0.2,0.87,0.05,0.48600526096833124
11,6,memoria,2,257,1,3,0,6,1,0.05,0.73,-0.13,0.28898134558346267
9,6,memoria,3,182,1,1,1,10,5,0.23,0.79,0.22,0.6564562165725687
11,6,sopa_letras,2,295,4,0,1,8,2,0.11,0.55,0.11,0.5302656642797731
12,6,memoria,2,286,4,3,1,10,1,-0.09,0.74,-0.18,0.6234763967238433
10,4,memoria,2,158,3,0,1,8,4,0.35,0.92,0.28,0.6437236083262273
9,5,crucigrama,3,152,4,2,0,6,5,-0.2,0.8,0.24,0.3376936897837687
11,6,crucigrama,5,295,2,0,0,10,3,0.34,0.77,-0.15,0.480771755959815
11,5,sopa_letras,3,150,1,1,1,10,5,0.49,0.84,0.23,0.7560110231121504
11,6,sopa_letras,2,189,3,0,0,8,5,0.46,0.66,0.28,0.3298560193640194
9,4,relacionar,5,231,2,1,0,10,4,0.21,0.65,-0.05,0.42125843128271423
11,5,memoria,3,124,3,0,0,9,2,0.19,0.8,0.1,0.3924899482953941
12,6,sopa_letras,2,83,1,1,0,8,2,-0.04,0.97,0.06,0.4175291885577193
9,4,sopa_letras,2,142,3,2,1,7,5,0.41,0.75,-0.07,0.5033182660903319
12,4,sopa_letras,2,202,4,0,0,5,2,0.19,0.78,-0.1,0.3603172563360941
11,4,memoria,3,222,5,2,1,9,5,0.33,0.74,0.2,0.6593855574645671
12,4,sopa_letras,3,282,2,1,1,10,1,0.47,0.59,0.03,0.7018846327239706
10,4,sopa_letras,4,136,2,2,0,7,1,0.35,0.8,0.12,0.2883494411845561
9,6,crucigrama,1,208,3,0,1,5,5,0.31,0.81,-0.04,0.5255795541888231
9,5,crucigrama,3,252,2,2,0,8,1,0.19,0.62,-0.0,0.2763195195562378
9,4,sopa_letras,4,147,5,0,0,5,1,-0.19,0.75,0.19,0.4028894941225464
10,4,memoria,1,106,4,1,0,7,4,0.26,0.6,0.24,0.21912641578941838
11,6,sopa_letras,1,93,4,1,1,5,2,0.04,0.64,0.03,0.355488731763904
9,4,crucigrama,2,117,2,3,0,6,5,0.48,0.84,0.16,0.3405239951102345
12,5,memoria,1,117,4,2,1,6,4,-0.15,0.67,0.21,0.4178078447886337
11,5,memoria,5,149,4,0,0,10,3,0.06,0.8,0.22,0.4055372298465049
9,6,memoria,5,173,1,0,1,5,2,0.34,0.86,0.19,0.5768398572172091
10,5,memoria,1,197,4,1,1,10,2,0.18,0.98,-0.19,0.5802808444683774
11,4,relacionar,5,137,5,3,1,7,4,0.09,0.6,-0.08,0.552028140513466
10,6,crucigrama,1,150,4,0,1,9,5,0.42,0.91,0.03,0.600810561657988
10,4,crucigrama,5,171,5,2,1,5,1,0.21,0.65,0.17,0.6028616432390816
12,5,sopa_letras,3,247,1,3,1,8,3,0.19,0.61,-0.11,0.5562513325381023
10,5,memoria,1,131,2,0,1,8,4,-0.14,0.78,0.26,0.5032032506630185
9,5,crucigrama,1,193,5,3,1,8,3,0.44,0.56,0.17,0.5514187643406135
11,5,sopa_letras,1,124,2,3,0,9,2,0.24,0.76,-0.12,0.2963783169057874
12,6,sopa_letras,2,239,1,1,0,8,1,-0.04,0.76,0.01,0.3831994781656579
12,4,relacionar,1,207,2,0,0,9,1,-0.01,0.89,-0.02,0.3792975723371776
9,6,relacionar,2,175,5,0,1,5,1,0.25,0.91,0.2,0.5380873757031347
10,4,memoria,5,80,4,2,0,10,3,-0.01,0.72,-0.07,0.3200443397828277
9,5,memoria,3,117,1,0,0,6,4,0.09,0.93,-0.01,0.35478395365636384
10,6,sopa_letras,1,177,3,3,0,9,2,0.27,0.86,-0.02,0.4038064578713671
11,5,crucigrama,1,140,1,1,1,5,3,0.44,0.53,-0.19,0.4648905847968459
12,6,sopa_letras,4,250,4,1,1,6,3,0.1,0.54,0.15,0.46037059030120986
9,6,crucigrama,4,149,4,0,0,7,2,0.16,0.82,-0.15,0.3341368738702442
11,6,crucigrama,4,264,1,0,1,8,3,0.44,0.94,0.1,0.6658367076869723
12,5,relacionar,3,106,3,1,1,5,5,0.29,0.84,0.1,0.5905240068281841
9,4,relacionar,4,286,3,3,1,8,4,0.42,0.99,0.05,0.7214817121585578
9,5,sopa_letras,3,245,2,0,0,9,3,-0.13,0.82,-0.1,0.3551446848187515
9,6,crucigrama,4,122,1,3,1,6,5,0.24,0.62,-0.01,0.5364749354250098
11,5,crucigrama,2,222,1,2,0,9,1,-0.09,0.63,-0.16,0.2443871605602682
9,5,memoria,3,236,3,3,0,10,3,0.1,0.57,0.24,0.3594373697277232
10,5,relacionar,4,104,2,1,1,10,1,0.07,0.92,-0.16,0.604747835801573
11,6,relacionar,2,165,3,3,0,5,3,0.3,0.93,-0.02,0.3507383640944586
9,5,memoria,2,134,5,3,1,10,2,0.01,0.69,-0.16,0.5856979211196933
12,5,sopa_letras,4,261,5,2,0,6,5,0.38,0.64,0.15,0.2782227995034437
9,5,sopa_letras,2,154,3,3,0,10,3,0.36,0.51,0.14,0.21619822674880756
9,4,memoria,2,151,4,3,0,7,3,0.14,0.69,0.23,0.2720495413949509
9,6,sopa_letras,3,198,3,3,0,5,4,0.24,0.67,-0.02,0.31425763918010235
11,5,relacionar,2,213,3,2,1,5,1,-0.13,0.82,-0.16,0.5521815421044368
12,5,sopa_letras,1,220,2,2,0,6,4,-0.04,0.81,0.02,0.316893771338036
12,5,sopa_letras,3,151,4,0,1,9,1,-0.11,0.97,0.28,0.6127557656607028
11,6,relacionar,5,239,3,2,0,7,3,0.01,0.72,-0.09,0.3267054583635651
10,5,sopa_letras,5,80,2,2,0,9,3,0.34,0.87,-0.08,0.5132921038597351
10,5,crucigrama,2,165,4,2,1,5,4,-0.01,0.65,0.03,0.4957792143921351
9,4,relacionar,4,261,2,1,0,7,2,0.37,0.65,-0.16,0.33022027707410745
10,5,memoria,4,109,5,3,0,9,1,0.05,0.7,0.29,0.36859067293591086
12,5,memoria,2,176,2,1,1,9,4,0.36,0.97,-0.2,0.6939960064799202
11,4,crucigrama,2,86,2,2,1,7,4,0.43,0.9,-0.15,0.6848311286903093
9,4,crucigrama,3,148,4,0,1,9,4,0.38,0.81,-0.16,0.6810316187648684
11,5,crucigrama,2,276,4,3,0,9,5,0.18,0.97,0.17,0.33803710331935716
9,5,memoria,2,203,1,2,1,6,1,0.33,0.54,0.02,0.42663656560134183
10,4,sopa_letras,3,222,1,0,1,5,3,0.5,0.96,-0.02,0.5914340802536536
12,6,memoria,4,247,5,3,0,8,3,0.31,0.67,-0.18,0.3862856013831094
12,5,memoria,3,109,1,3,1,8,3,-0.01,0.95,-0.03,0.6620962328187568
11,5,sopa_letras,5,113,2,2,0,5,1,0.17,0.59,-0.04,0.2820643078158234
